src_url,vcs,name,web_url,description
https://github.com/facebook/react,git,React,https://reactjs.org/,"A declarative, efficient, and flexible JavaScript library for building user interfaces. "
https://github.com/facebook/react-native,git,React Native,https://facebook.github.io/react-native,A framework for building native apps with React.
https://github.com/flutter/flutter,git,Flutter,https://flutter.dev/,Flutter makes it easy and fast to build beautiful mobile apps. 
https://github.com/electron/electron,git,Electron,https://electronjs.org/,"Build cross-platform desktop apps with JavaScript, HTML, and CSS"
https://github.com/angular/angular,git,angular/angular,https://angular.io/,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages."
https://github.com/ionic-team/ionic,git,ionic-team/ionic,https://ionicframework.com/,"Ionic is the open-source mobile app development framework that makes it easy to build top quality native and progressive web apps with web technologies."
https://github.com/sveltejs/svelte,git,sveltejs/svelte,https://svelte.dev/,"Svelte is a new way to build web applications. It's a compiler that takes your declarative components and converts them into efficient JavaScript that surgically updates the DOM."
https://github.com/NativeScript/NativeScript,git,NativeScript/NativeScript,https://www.nativescript.org/,"NativeScript is a framework for building native iOS and Android apps using JavaScript and CSS."
https://github.com/apache/incubator-weex,git,apache/incubator-weex,https://weex.apache.org,"A framework for building Mobile cross-platform UI"
https://github.com/quasarframework/quasar,git,quasarframework/quasar,https://quasar.dev/,"Quasar Framework is an MIT-licensed open source project. Its ongoing development is made possible thanks to the support by these awesome backers."
https://github.com/flutter/plugins,git,flutter/plugins,https://flutter.dev/docs/development/packages-and-plugins/using-packages,"This repo is a companion repo to the main flutter repo. "
https://github.com/electron-userland/electron-builder,git,electron-userland/electron-builder,https://www.electron.build/,"A complete solution to package and build a ready for distribution Electron, Proton Native app for macOS, Windows and Linux with â€œauto updateâ€ support out of the box."
https://github.com/expo/expo,git,expo/expo,https://expo.io/,"Expo is an open-source platform for making universal native apps that run on Android, iOS, and the web."
https://github.com/invertase/react-native-firebase,git,invertase/react-native-firebase,https://rnfirebase.io/,"React Native Firebase is a collection of official React Native modules connecting you to Firebase services; each module is a light-weight javascript layer connecting you to the native Firebase SDKs for both iOS and Android."
https://github.com/reactiveui/ReactiveUI,git,reactiveui/ReactiveUI,https://reactiveui.net/,"ReactiveUI is a composable, cross-platform model-view-viewmodel framework for all .NET platforms that is inspired by functional reactive programming, which is a paradigm that allows you to abstract mutable state away from your user interfaces and express the idea around a feature in one readable place and improve the testability of your application."
https://github.com/flutter/samples,git,flutter/samples,https://flutter.dev/,"A collection of open source samples that illustrate best practices for Flutter."
https://github.com/xamarin/Xamarin.Forms,git,xamarin/Xamarin.Forms,https://www.xamarin.com/forms,"Xamarin.Forms provides a way to quickly build native apps for iOS, Android, Windows and macOS, completely in C#."
https://github.com/flutter/engine,git,flutter/engine,https://flutter.dev/,"Flutter is Google's mobile app SDK for crafting high-quality native interfaces in record time. Flutter works with existing code, is used by developers and organizations around the world, and is free and open source."
https://github.com/SAP/openui5,git,OpenUI5,https://openui5.org/,"The open source version of SAPUI5, a JavaScript UI library maintained by SAP."
https://github.com/preactjs/preact,git,Preact,https://preactjs.com/,Fast 3kB alternative to React with the same modern API.
https://github.com/alibaba/rax,git,Rax,https://rax.js.org/,"The fastest way to build universal application. Rax is a lightweight, high performance, easy to use solution for front-end development. With Rax you can write your application once, and run it in multi-end. It avoids repetitive work, let you focus on product logic, and improve development efficiency."
https://github.com/appcelerator/titanium_mobile,git,Titanium,http://appcelerator.com/,"Native iOS-, Android- and Windows Apps with JavaScript "
